special_terms,model,rank,similarity,case_id,judgment_summary
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,16,0.6845536231994629,215925,"일반적으로 건축중인 상가건물의 특정점포를 임차하면서 계약서에 그 점포의 인도시기(입점시기)를 기재하지 아니하고 건물의 준공예정일에 관한 설명만을 듣고서 그 점포에 관한 임대차계약을 체결한 경우, 그 점포의 인도시기에 관하여 당사자의 합리적인 의사는 확정기한을 이행기로 정한 것이라고 보기는 어렵고 불확정기한을 이행기로 정하는 합의가 이루어진 것으로 보아야 할 것이고, 그 불확정기한의 내용은 그 건설공사의 진척상황 및 사회경제적 상황에 비추어 예상할 수 있는 합리적인 공사지연기간이 경과한 때라고 하는, 매우 폭 넓고 탄력적인 것으로 보아야 한다."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,17,0.6841826438903809,241025,"[1] 법률행위의 해석은 당사자가 그 표시행위에 부여한 객관적인 의미를 명백하게 확정하는 것으로서, 사용된 문언에만 구애받는 것은 아니지만, 어디까지나 당사자의 내심의 의사가 어떤지에 관계없이 그 문언의 내용에 의하여 당사자가 그 표시행위에 부여한 객관적 의미를 합리적으로 해석하여야 한다. 당사자가 표시한 문언에 의하여 그 객관적인 의미가 명확하게 드러나지 않는 경우에는 그 문언의 형식과 내용, 그 법률행위가 이루어진 동기 및 경위, 당사자가 그 법률행위에 의하여 달성하려는 목적과 진정한 의사, 거래의 관행 등을 종합적으로 고려하여, 사회정의와 형평의 이념에 맞도록 논리와 경험의 법칙, 그리고 사회일반의 상식과 거래의 통념에 따라 합리적으로 해석하여야 한다. [2] 甲 등이 乙에게 甲 등이 소유하는 상가건물을 임대하면서 계약서에 ‘계약의 해지 성립 여부에 쌍방 간 이견이 있을 경우 법원의 판결에 따르되 최종 판결 전까지 임대인과 임차인의 권리와 의무는 유지되는 것으로 한다.’는 내용을 특약으로 정하였는데, 乙이 甲 등에게 차임과 관리비 등을 납부하지 않자, 甲 등이 乙을 상대로 임대차계약을 해지한다고 주장하면서 건물의 인도 및 연체차임 등의 지급을 구한 사안에서, 통상의 임대차계약이 기간만료나 해지 등으로 종료한 경우에는 임대인의 임대차보증금 반환과 임차인의 임차목적물 반환을 동시에 이행하는 방식으로 임대차 관계를 청산하므로, 위 특약의 앞부분인 ""계약의 해지 성립 여부에 쌍방 간 이견이 있을 경우 법원의 판결에 따른다."" 부분의 의미는 임대인과 임차인 중 일방이 위 임대차계약의 해지를 원인으로 하여 상대방을 상대로 임대차 관계의 청산을 소구하는 경우, 그 소송에서의 법원의 판결에 따라 임대차 관계를 존속하거나 청산하겠다는 취지로 해석되는데, 위 특약의 뒷부분인 ""최종 판결 전까지는 임대인과 임차인의 권리와 의무는 유지되는 것으로 한다."" 부분으로 말미암아 乙이 판결 확정시까지 甲 등의 임차목적물 반환청구를 거절할 수 있다고 해석하게 되면, 위 임대차계약이 적법하게 해지되었다고 판단하더라도 甲 등의 위 건물 인도청구를 기각할 수밖에 없는바, 이는 법원이 임대차가 종료되었다고 판단하였음에도 임대차 관계가 청산되지 못하는 결과가 되어 부당할 뿐만 아니라, 계약당사자가 위 특약의 앞부분을 통해 달성하려는 ‘재판절차를 통한 임대차 관계 청산’이라는 목적에 부합하지 않는 점, 임대인의 임차목적물 반환청구를 거절할 수 있는 임차인의 권능은 임대차 관계가 존속함을 전제로 인정되는 것이 통상적이므로, 임차인이 임대차 종료 이후에도 임대차 관계의 존속을 전제로 하는 사용수익권을 갖는다는 의미로 위 특약을 해석하는 것은 계약당사자의 진정한 의사는 물론 일반적인 거래의 관행에도 부합하지 않는 점, 위 특약 중 ""최종 판결 전까지는 임대인과 임차인의 권리와 의무는 유지되는 것으로 한다."" 부분을 위 임대차계약의 해지 여부가 다투어지는 판결 확정시까지 임차인이 임대인의 임차목적물 반환청구를 거절할 수 있는 권능을 가진다는 의미로 해석할 경우, 임대인인 甲 등으로서는 위 건물의 인도청구 부분에 관하여 청구기각 확정판결을 받은 다음 재차 乙을 상대로 임차목적물의 반환을 구하는 소를 제기하여야 하므로 분쟁의 일회적 해결 및 소송경제에 반할 뿐만 아니라, 재판절차를 거쳤음에도 그 법적 지위가 여전히 불안정한 상태에 놓이게 되어 당사자가 임대차 관계를 위와 같이 비효율적이고 불안정한 방식으로 청산하기로 약정하였다고 해석하는 것은 거래의 통념과 경험칙에 반하는 점 등에 비추어, ""최종 판결 전까지는 임대인과 임차인의 권리와 의무는 유지되는 것으로 한다."" 부분의 의미는 위 임대차계약의 해지를 원인으로 하여 임대차 관계의 청산을 구하는 소송에서 임대차계약이 적법하게 해지되었음을 이유로 임차목적물 반환 등 임대차 관계의 청산을 명하는 판결이 선고되더라도 판결이 확정될 때까지는 기존 임대차 관계를 유지하되 확정 후에 그 판결을 집행한다는 것일 뿐, 위와 같은 소송에서 판결이 확정될 때까지 임차인이 임대인의 임차목적물 반환청구를 거절할 수 있는 권능을 가진다는 의미로 해석할 수 없다고 한 사례."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,18,0.6825706958770752,191649,"[1] ""기간의 정함이 없거나 기간을 2년 미만으로 정한 임대차는 그 기간을 2년으로 본다.""고 규정하고 있는 구 주택임대차보호법(1999. 1. 21. 법률 제5641호로 개정되기 전의 것) 제4조 제1항은, 같은 법 제10조가 ""이 법의 규정에 위반된 약정으로서 임차인에게 불리한 것은 그 효력이 없다.""고 규정하고 있는 취지에 비추어 보면 임차인의 보호를 위한 규정이라고 할 것이므로, 위 규정에 위반되는 당사자의 약정을 모두 무효라고 할 것은 아니고 위 규정에 위반하는 약정이라도 임차인에게 불리하지 아니한 것은 유효하다고 풀이함이 상당하다 할 것인바(위 1999. 1. 21. 자 법률개정으로 위 법 제4조 제1항에 ""다만, 임차인은 2년 미만으로 정한 기간이 유효함을 주장할 수 있다.""는 명문의 단서규정이 신설되었다), 임대차기간을 2년 미만으로 정한 임대차의 임차인이 스스로 그 약정임대차기간이 만료되었음을 이유로 임차보증금의 반환을 구하는 경우에는 그 약정이 임차인에게 불리하다고 할 수 없으므로, 같은 법 제3조 제1항 소정의 대항요건(주택인도와 주민등록전입신고)과 임대차계약증서상의 확정일자를 갖춘 임차인으로서는 그 주택에 관한 저당권자의 신청에 의한 임의경매절차에서 2년 미만의 임대차기간이 만료되어 임대차가 종료되었음을 이유로 그 임차보증금에 관하여 우선변제를 청구할 수 있다 [2] 임대차가 종료된 경우에 배당요구를 한 임차인은 우선변제권에 의하여 낙찰대금으로부터 임차보증금을 배당받을 수 있으므로, 이와 같은 경우에 일반 매수희망자(낙찰자 포함)는 그 주택을 낙찰받게 되면 그 임대차에 관한 권리·의무를 승계하지 않을 것이라는 신뢰하에 입찰에 참가하게 되는 것인바, 이러한 믿음을 기초로 하여 낙찰자가 임대차보증금을 인수하지 않을 것이라는 전제하에 낙찰이 실시되어 최고가 매수희망자를 낙찰자로 하는 낙찰허가결정이 확정되었다면, 그 후에 이르러 임차인이 배당요구시의 주장과는 달리 자신의 임대차기간이 종료되지 않았음을 주장하면서 우선변제권의 행사를 포기하고 명도를 구하는 낙찰자에게 대항력을 행사하는 것은, 임차인의 선행행위를 신뢰한 낙찰자에게 예측하지 못한 손해를 입게 하는 것이어서 위와 같은 입장 변경을 정당화할 만한 특별한 사정이 없는 한 금반언 및 신의칙에 위배되어 허용될 수 없다."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,19,0.6822282671928406,229621,아파트에 관한 임대차계약이 통모에 의한 허위의 의사표시이거나 임차인이 실제로는 아파트를 인도받지 아니하였음에도 불구하고 임차보증금을 배당받기 위하여 임차인의 형식만을 갖추어 배당요구를 한 가장임차인이라고 볼 여지가 충분하다고 본 사례.
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,20,0.681319534778595,166779,
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,21,0.6813036203384399,240917,"[1] 법인은 주택임대차보호법 제3조 제1항이 정하는 대항요건의 하나인 주민등록을 마칠 수 없는 점에 비추어 보면, 주택을 임차한 법인에는 주택임대차보호법 제3조 제2항, 제3항이 정하는 경우를 제외하고는 주택임대차보호법 제3조가 적용되지 않는다. 그러므로 임차주택의 양수인이 임대인의 지위를 당연히 승계한다는 내용의 주택임대차보호법 제3조 제4항도 주택 임차인이 법인인 경우에는 원칙적으로 적용되지 않는다. 따라서 임대인이 법인을 임차인으로 하는 주택을 양도한 경우에는 임대인의 임대차보증금 반환채무를 양수인이 면책적으로 인수하였다는 등의 특별한 사정이 없는 한 임대인의 법인에 대한 임대차보증금 반환채무는 위 주택 양도에도 불구하고 소멸하지 아니한다. [2] 면책적 채무인수는 병존적 채무인수 또는 이행인수와는 달리 제3자가 채무를 인수함으로써 기존 채무자가 면책되므로, 어떠한 인수의 법적 성격이 문제 되는 경우 이를 병존적 채무인수 또는 이행인수가 아니라 면책적 채무인수로 보는 데에는 엄격함과 신중함이 요구된다. 그러므로 부동산 매수인이 매매목적물에 관한 임대차보증금 반환채무 등을 인수하는 한편 그 채무액을 매매대금에서 공제하기로 약정한 경우, 그 인수는 특별한 사정이 없는 이상 매도인을 면책시키는 면책적 채무인수라고 볼 수 없다. 또한 부동산 매도인과 매수인 사이에 임대차보증금 반환채무를 면책적으로 인수하는 약정이 있었더라도 그에 기한 면책적 채무인수의 효력이 발생하려면 채권자인 임차인의 승낙이 있어야 한다(민법 제454조 참조). 이때 임차인의 승낙은 반드시 명시적 의사표시로 하여야 하는 것은 아니고 묵시적 의사표시로도 가능하다. 그러나 임차인이 채무자인 임대인을 면책시키는 것은 그의 채권을 처분하는 행위이므로, 임대보증금 반환채권의 회수 가능성 등이 의문시되는 상황이라면 임차인의 어떠한 행위를 임대차보증금 반환채무의 면책적 인수에 대한 묵시적 승낙의 의사표시에 해당한다고 쉽게 단정하여서는 아니 된다. [3] 한국전력공사가 甲으로부터 아파트를 임차한 후, 乙 주식회사와 전세금보장신용보험계약을 체결하였고, 임대차기간 중에 甲이 丙에게 위 아파트의 소유권을 이전하면서, 매매계약서에 丙이 매매대금에서 위 임대차보증금을 제외한 나머지 금액만 지급하기로 하고 ‘임차인－한국전력공사와 현 임대차 계약을 승계하여 임대인의 지위와 의무를 인수인계하기로 한다.’는 내용의 인수조항을 기재하였는데, 이후 임대차가 종료되었지만 한국전력공사가 보증금을 반환받지 못하자 乙 회사를 상대로 임대차보증금에 상당하는 보험금의 지급을 구하는 소를 제기하였고, 이에 乙 회사가 위 매매계약 당시 임대차보증금 반환채무를 丙이 면책적으로 인수하는 것을 한국전력공사가 묵시적으로 승낙하였다고 주장한 사안에서, 위 인수조항에는 丙이 임대인의 지위와 의무를 인수한다는 취지가 포함되어 있으나, 이를 넘어서서 甲이 채권자인 한국전력공사에 대한 관계에서도 채무를 면한다는 취지가 명시적으로 포함되어 있지는 않으며, 채무인수가 면책적 인수인지, 병존적 인수인지가 분명하지 아니한 때에는 이를 병존적으로 인수하였다고 보아야 하는 점, 한국전력공사는 원칙적으로 주택임대차보호법에 따른 보호를 받을 수 없는 법인이고, 甲이나 丙으로부터 전세권 등 임대차보증금 반환을 담보할 수 있는 수단을 별도로 제공받지 못한 상황에서 한국전력공사의 승낙으로 면책적 채무인수의 효과가 발생하면 한국전력공사의 채권 실현 여부는 새로운 채무자인 丙의 자력이나 채무이행의 성실성에 달려있는바, 丙의 자력은 한국전력공사의 면책적 채무인수 승낙에 중요한 고려 요소인데, 한국전력공사가 위 매매계약 무렵 승낙을 할 것인지 결정하기 위해 丙의 자력을 조사하거나 확인하였다는 사정은 발견되지 않고, 한국전력공사는 매매계약서 사진을 받아보기 전까지는 매수인이 누구인지도 정확히 몰랐던 것으로 보이며, 매매계약 당시 甲이 면책적 채무인수에 대하여 한국전력공사에 구체적으로 설명하였다거나 승낙을 명시적으로 요구하지도 않았던 점 등을 종합하면, 한국전력공사가 乙 회사의 임대차보증금 반환의무를 丙이 면책적으로 인수하는 것을 묵시적으로 승낙하였다고 단정할 수 없는데도, 이와 달리 본 원심판단에 법리오해의 잘못이 있다고 한 사례."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,22,0.6811773777008057,120685,"전세보증금 증감청구권의 인정은 이미 성립된 계약의 구속력에서 벗어나 그 내용을 바꾸는 결과를 가져오는 것인 데다가, 보충적인 법리인 사정변경의 원칙, 공평의 원칙 내지 신의칙에 터잡은 것인 만큼 엄격한 요건 아래에서만 인정될 수 있으므로, 기본적으로 사정변경의 원칙의 요건인 ① 계약 당시 그 기초가 되었던 사정이 현저히 변경되었을 것, ② 그 사정변경을 당사자들이 예견하지 않았고 예견할 수 없었을 것, ③ 그 사정변경이 당사자들에게 책임 없는 사유로 발생하였을 것, ④ 당초의 계약 내용에 당사자를 구속시키는 것이 신의칙상 현저히 부당할 것 등의 요건이 충족된 경우로서, 전세보증금 시세의 증감 정도가 상당한 수준(일반적인 예로서, 당초 약정금액의 20% 이상 증감하는 경우를 상정할 수 있음)에 달하고, 나머지 전세기간이 적어도 6개월 이상은 되어야 전세보증금의 증감청구권을 받아들일 정당성과 필요성이 인정될 수 있고, 증감의 정도도 시세의 등락을 그대로 반영할 것이 아니라 그 밖에 당사자들의 특수성, 계약의 법적 안정성 등의 요소를 고려하여 적절히 조정되어야 한다."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,23,0.6811026334762573,607789,"[1] 계약자유의 원칙에 따라 당사자는 강행규정에 반하지 않는 한 공제에 관한 약정을 할 수 있으므로, 공제 요건을 어떻게 설정할 것인지, 공제 기준시점을 언제로 할 것인지, 공제의 의사표시가 별도로 필요한지 등을 자유롭게 정하여 당사자 사이에 그 효력을 발생시킬 수 있다. 이때 당사자가 공제의 대상으로 약정하는 양 채권 사이에 반드시 어떠한 견련성이 있어야 한다고 볼 수도 없다. 채무자 회생 및 파산에 관한 법률(이하 ‘채무자회생법’이라고 한다) 제145조는, 회생채권자 또는 회생담보권자가 제한 없이 상계권을 행사함에 따라 회생계획에 의하지 않고 채무자로부터 우선하여 변제를 받음으로써 회생채권자 등 상호 간의 공평을 해하고 또 재정적 어려움으로 인하여 파탄에 직면해 있는 채무자의 회생에 지장을 초래하는 것을 방지하기 위하여 회생채권자 등의 상계를 금지하고 예외적으로만 허용하는 규정으로 강행규정에 해당한다. 원칙적으로 공제에는 상계 금지를 정한 채무자회생법 제145조를 비롯하여 상계적상, 상계의 기판력 등 상계에 관한 법률 규정이 적용되지 않고, 이로써 상계보다 강한 담보적 효력을 가진다. 상계와 공제가 복수 채권·채무의 상호 정산을 내용으로 하는 채권소멸의 원인이라는 유사성을 가짐에도 불구하고 공제에 관하여 채무자회생법 제145조가 적용되지 않는다고 보는 이유는, 공제의 대상이 되는 양 채권 사이에 견련성이 있다면 공제를 허용하더라도 회생채권자 등 상호 간의 공평을 해하지 않고, 오히려 공제에 관한 회생채권자 등의 정당한 기대를 보호하는 한편 채무자의 회생에 지장을 초래한다고 보기도 어려워 채무자회생법 제145조의 취지에 반하지 않기 때문이다. 따라서 당사자가 공제하기로 약정한 양 채권 사이에 견련성이 없더라도 그 약정 자체는 유효하지만, 어느 일방에 대하여 채무자회생법에서 정한 회생절차가 개시된 경우라면 견련성이 없는 양 채권 사이의 공제를 제한 없이 허용하여 채권자 상호 간의 공평을 해하는 것은 강행규정인 채무자회생법 제145조의 취지를 잠탈하는 결과가 되므로, 그 약정은 더 이상 유효하다고 볼 수 없다. [2] 민법 제398조 제2항은 손해배상 예정액이 부당히 과다한 경우에는 법원이 적당히 감액할 수 있다고 정하고 있다. 손해배상액의 예정은 채무불이행의 경우에 채무자가 지급하여야 할 손해배상액을 미리 정해두는 것으로서, 손해의 발생사실과 손해액에 대한 증명곤란을 배제하고 분쟁을 사전에 방지하여 법률관계를 간이하게 해결함과 함께 채무자에게 심리적으로 경고를 함으로써 채무이행을 확보하려는 데에 그 기능이나 목적이 있다. 이러한 손해배상 예정액의 감액은 국가가 당사자 사이의 실질적 불평등을 제거하고 공정성을 보장하기 위하여 계약의 체결 또는 그 내용에 간섭하는, 사적 자치의 원칙에 대한 제한의 한 가지 형태이다. 법원은 위 규정에 따라 손해배상 예정액이 부당하게 과다한지와 그에 대한 적당한 감액의 범위를 판단할 때 사실심의 변론종결 당시를 기준으로 그사이에 발생한 모든 사정을 종합적으로 고려하여야 한다. 이때 손해배상 예정을 약정한 채무자에 대하여 회생절차가 개시되었다면, 손해배상 예정액의 감액 여부를 판단하는 법원으로서는 채권자와 채무자의 경제적 지위, 계약의 목적, 손해배상액 예정의 경위와 거래관행뿐 아니라, 기록상 알 수 있는 채권자의 실제 손해액 또는 예상 손해액의 크기와 이에 대한 손해배상 예정액의 비율을 충분히 고려함으로써, 손해배상 예정을 약정한 채권자와 채무자의 다른 회생채권자들 사이의 공평을 해하지 않고 그 예정액의 지급이 경제적 약자의 지위에 있는 채무자에게 부당한 압박을 가하여 채무자의 회생에 지장을 초래하지 않도록 하여야 한다. [3] 甲 주식회사가 乙 은행으로부터 건물을 임차하면서 임대차계약에서 채무자 회생 및 파산에 관한 법률 제119조에 근거하여 임차인의 관리인이 계약을 중도에 해지하는 경우, 임차인은 위약벌 및 손해배상 예정액을 임대인에게 지급하여야 하고, 임대인은 이를 임대차보증금에서 공제할 수 있다고 정하였는데, 그 후 甲 회사에 대한 회생절차가 개시되었고, 甲 회사의 관리인이 임대차계약을 해지한 사안에서, 위 손해배상 예정액은 본질적으로 임대차계약과 관련하여 甲 회사가 지급해야 할 손해배상의 성격을 가지고 있는데, 乙 은행은 임대차계약의 해지로 인하여 향후 지급될 것으로 예상하였던 차임 상당액을 지급받지 못하게 되었을 뿐 아니라 건물을 다시 임대하기 위해 추가 비용을 지출해야 하는 등 상당한 재산상 손해를 입었음이 명백하고, 이는 미지급 차임, 관리비 등과는 구별되는 손해이며, 원래 약 24개월분의 차임 상당액으로 약정되었던 손해배상 예정액은 회생채권조사확정재판을 통해 그중 10%로 감액되었는데, 이는 임대차계약 체결 전후의 사정과 공제약정이 규정된 경위, 甲 회사와 乙 은행의 경제적 지위 등의 사정뿐 아니라 위와 같은 乙 은행의 실제 손해액 또는 예상 손해액까지 모두 고려된 결과로 정당하고, 乙 은행의 손해와 임대차보증금 사이에 견련성도 인정되므로, 그와 같이 제한된 범위 내에서라면 공제약정에 따라 공제가 허용되어야 하고, 그러한 결과가 甲 회사의 다른 채권자들 상호 간 공평을 해하거나 甲 회사의 회생에 지장을 가져온다고 할 수도 없으나, 위 위약벌은 임대차계약에 기한 甲 회사의 손해배상의무와 상관없는 甲 회사의 의무 위반에 대한 제재벌에 해당할 뿐이어서 甲 회사가 반환받을 임대차보증금과 어떠한 견련성이 있다고 보기 어려우므로, 甲 회사에 대하여 회생절차가 개시된 이상 공제약정에 기하여 임대차보증금에서 위약벌까지 공제하는 것이 타당하다고는 볼 수 없는데도, 이와 달리 본 원심판단에 법리오해의 잘못이 있다고 한 사례."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,24,0.6796315312385559,192307,"[1] 동시이행의 항변권은 근본적으로 공평의 관념에 따라 인정되는 것인데, 임차인이 불이행한 원상회복의무가 사소한 부분이고 그로 인한 손해배상액 역시 근소한 금액인 경우에까지 임대인이 그를 이유로, 임차인이 그 원상회복의무를 이행할 때까지, 혹은 임대인이 현실로 목적물의 명도를 받을 때까지 원상회복의무 불이행으로 인한 손해배상액 부분을 넘어서서 거액의 잔존 임대차보증금 전액에 대하여 그 반환을 거부할 수 있다고 하는 것은 오히려 공평의 관념에 반하는 것이 되어 부당하고, 그와 같은 임대인의 동시이행의 항변은 신의칙에 반하는 것이 되어 허용할 수 없다. [2] 임차인이 금 326,000원이 소요되는 전기시설의 원상회복을 하지 아니한 채 건물의 명도 이행을 제공한 경우, 임대인이 이를 이유로 금 125,226,670원의 잔존 임대차보증금 전액의 반환을 거부할 동시이행의 항변권을 행사할 수 없다고 한 사례."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,25,0.6780338883399963,172085,"甲이 아파트를 소유하고 있음에도 공인중개사인 남편의 중개에 따라 근저당권 채권최고액의 합계가 시세를 초과하고 경매가 곧 개시될 것으로 예상되는 아파트를 소액임차인 요건에 맞도록 시세보다 현저히 낮은 임차보증금으로 임차한 다음 당초 임대차계약상 잔금지급기일과 목적물인도기일보다 앞당겨 보증금 잔액을 지급하고 전입신고 후 확정일자를 받았는데, 그 직후 개시된 경매절차에서 배당을 받지 못하자 배당이의를 한 사안에서, 甲은 소액임차인을 보호하기 위하여 경매개시결정 전에만 대항요건을 갖추면 우선변제권을 인정하는 주택임대차보호법을 악용하여 부당한 이득을 취하고자 임대차계약을 체결한 것이므로 주택임대차보호법의 보호대상인 소액임차인에 해당하지 않는다고 본 원심판단을 수긍한 사례."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,26,0.6779888272285461,241081,
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,27,0.6778846383094788,68150,
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,28,0.6764302253723145,194234,"임대차계약을 할 때에 임대인이 임대 후 일정 기간이 경과할 때마다 물가상승 등 경제사정의 변경을 이유로 임차인과의 협의에 의하여 차임을 조정할 수 있도록 약정하였다면, 그 취지는 임대인에게 일정 기간이 지날 때마다 물가상승 등을 고려하여 상호 합의에 의하여 차임을 증액할 수 있는 권리를 부여하되 차임 인상요인이 생겼는데도 임차인이 인상을 거부하여 협의가 성립하지 않는 경우에는 법원이 물가상승 등 여러 요인을 고려하여 정한 적정한 액수의 차임에 따르기로 한 것으로 보아야 한다. 한편 임대인이 민법 제628조에 의하여 장래에 대한 차임의 증액을 청구하였을 때에 당사자 사이에 협의가 성립되지 아니하여 법원이 결정해 주는 차임은 증액청구의 의사표시를 한 때에 소급하여 그 효력이 생기는 것이므로, 특별한 사정이 없는 한 증액된 차임에 대하여는 법원 결정 시가 아니라 증액청구의 의사표시가 상대방에게 도달한 때를 이행기로 보아야 한다."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,29,0.6763944029808044,194767,"[1] 주택에 관하여 임대차계약을 체결한 임차인이 자신의 지위를 강화하기 위한 방편으로 따로 전세권설정계약서를 작성하고 전세권설정등기를 한 경우에, 따로 작성된 전세권설정계약서가 원래의 임대차계약서와 계약일자가 다르다고 하여도 계약당사자, 계약목적물 및 보증금액(전세금액) 등에 비추어 동일성을 인정할 수 있다면 그 전세권설정계약서 또한 원래의 임대차계약에 관한 증서로 볼 수 있고, 등기필증에 찍힌 등기관의 접수인은 첨부된 등기원인계약서에 대하여 민법 부칙 제3조 제4항 후단에 의한 확정일자에 해당한다고 할 것이므로, 위와 같은 전세권설정계약서가 첨부된 등기필증에 등기관의 접수인이 찍혀 있다면 그 원래의 임대차에 관한 계약증서에 확정일자가 있는 것으로 보아야 할 것이고, 이 경우 원래의 임대차는 대지 및 건물 전부에 관한 것이나 사정에 의하여 전세권설정계약서는 건물에 관하여만 작성되고 전세권등기도 건물에 관하여만 마쳐졌다고 하더라도 전세금액이 임대차보증금액과 동일한 금액으로 기재된 이상 대지 및 건물 전부에 관한 임대차의 계약증서에 확정일자가 있는 것으로 봄이 상당하다. [2] 주택임대차보호법상의 대항력과 우선변제권의 두 가지 권리를 겸유하고 있는 임차인이 임차주택에 대하여 진행되고 있는 경매절차에서 먼저 우선변제권을 주장하여 보증금 전액에 대하여 배당요구를 하였으나 그 후 경매법원의 계약서 제출요구를 받고 다시 제출한 배당요구신청서에 확정일자가 없다고 명백히 밝혔고, 이에 경매법원이 임차권자가 우선변제권의 행사를 포기한 것으로 보고 종전의 낙찰을 불허가한 다음 물건명세서에 위와 같은 사실을 기재하여 신경매를 진행한 결과 낙찰허가결정이 확정되었다면, 우선변제권을 포기한 것으로 처리된 위 임차인은 낙찰대금에서 그 보증금을 우선변제 받을 수 없고(임차보증금의 우선변제청구권이 인정되는 주택임차인이라도 낙찰기일 전에 적법한 배당요구를 하지 아니한 이상 그가 적법한 배당요구를 한 경우에 배당받을 수 있었던 금액 상당의 금원이 후순위채권자에게 배당되었다고 하여 이를 법률상 원인이 없는 것이라고 할 수도 없다.), 위와 같이 진행된 경매절차에서 낙찰받은 낙찰자는 임대인의 지위를 승계하여 임차인의 보증금을 인수한다고 본 사례."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_vertex,30,0.6763861179351807,239521,
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_kure,1,0.6073554158210754,199286,"주택임대차보호법 제4조 제1항은 같은 법 제10조의 취지에 비추어 보면 임차인의 보호를 위한 규정이라고 할 것이므로, 위 규정에 위반되는 당사자의 약정을 모두 무효라고 할 것은 아니고 위 규정에 위반하는 약정이라도 임차인에게 불리하지 아니한 것은 유효하다고 풀이함이 상당한바, 임대차기간을 2년미만으로 정한 임대차의 임차인이 스스로 그 약정임대차기간이 만료되었음을 이유로 임차보증금의 반환을 구하는 경우에는 그 약정이 임차인에게 불리하다고 할 수 없으므로, 같은 법 제3조 제1항 소정의 대항요건(주택인도와 주민등록전입신고)과 임대차계약증서상의 확정일자를 갖춘 임차인으로서는 그 주택에 관한 저당권자의 신청에 의한 임의경매절차에서 2년 미만의 임대차기간이 만료되어 임대차가 종료되었음을 이유로 그 임차보증금에 관하여 우선변제를 청구할 수 있다."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_kure,2,0.5889558792114258,81923,"주택임대차보호법 제6조 제1항에 따라 임대차계약이 묵시적으로 갱신되면 그 임대차기간은 같은 법 제6조 제2항, 제4조 제1항에 따라 2년으로 된다."
"임차기간을 3개월로 설정한다. 보증금은 5,000만원으로 하고, 월세와 관리비는 합의하에 면제한다.",embed_kure,3,0.5793039798736572,68198,
